JUSTICE,PHRASE,AT_WINNER_COUNT,AT_LOSER_COUNT,AT_WINNER_PERCENT,AT_LOSER_PERCENT
SOTOMAYOR,in terms of,4,9,0.3076923076923077,0.6923076923076923
SOTOMAYOR,you are not,8,3,0.7272727272727273,0.2727272727272727
SOTOMAYOR,of what the,4,2,0.6666666666666666,0.33333333333333337
SOTOMAYOR,to me that,6,6,0.5,0.5
SOTOMAYOR,what youre saying is,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,and what the,7,7,0.5,0.5
SOTOMAYOR,saying that the,5,6,0.45454545454545453,0.5454545454545454
SOTOMAYOR,so why is,11,9,0.55,0.44999999999999996
SOTOMAYOR,you want to,7,10,0.4117647058823529,0.5882352941176471
SOTOMAYOR,to do that,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,so are you,7,3,0.7,0.30000000000000004
SOTOMAYOR,its going to,6,5,0.5454545454545454,0.4545454545454546
SOTOMAYOR,whats the difference,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,tell me how,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,your definition of,3,2,0.6,0.4
SOTOMAYOR,whats wrong with,5,5,0.5,0.5
SOTOMAYOR,there has to be,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,it would be,3,7,0.3,0.7
SOTOMAYOR,the nature of,7,7,0.5,0.5
SOTOMAYOR,or are you,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,of this case,7,3,0.7,0.30000000000000004
SOTOMAYOR,there is difference,0,0,,
SOTOMAYOR,seem to be,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,in my mind,5,3,0.625,0.375
SOTOMAYOR,so why isnt,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,to get to,6,4,0.6,0.4
SOTOMAYOR,we go back,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,have to be,6,10,0.375,0.625
SOTOMAYOR,the problem is,9,3,0.75,0.25
SOTOMAYOR,would have been,4,6,0.4,0.6
SOTOMAYOR,that was the,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,why is it,5,3,0.625,0.375
SOTOMAYOR,dont want to,7,8,0.4666666666666667,0.5333333333333333
SOTOMAYOR,going to do,6,6,0.5,0.5
SOTOMAYOR,the ninth circuit,9,5,0.6428571428571429,0.3571428571428571
SOTOMAYOR,im not quite sure,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,im trying to,5,6,0.45454545454545453,0.5454545454545454
SOTOMAYOR,could you tell,8,10,0.4444444444444444,0.5555555555555556
SOTOMAYOR,can you tell,7,3,0.7,0.30000000000000004
SOTOMAYOR,could you tell me,8,10,0.4444444444444444,0.5555555555555556
SOTOMAYOR,so why dont,7,3,0.7,0.30000000000000004
SOTOMAYOR,back to my,9,4,0.6923076923076923,0.3076923076923077
SOTOMAYOR,the united states,5,5,0.5,0.5
SOTOMAYOR,so whats the,7,3,0.7,0.30000000000000004
SOTOMAYOR,im not quite,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,the question of,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,is that the,12,10,0.5454545454545454,0.4545454545454546
SOTOMAYOR,what would be,9,3,0.75,0.25
SOTOMAYOR,the government is,6,7,0.46153846153846156,0.5384615384615384
SOTOMAYOR,the state court,9,8,0.5294117647058824,0.47058823529411764
SOTOMAYOR,look at the,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,lets assume that,6,2,0.75,0.25
SOTOMAYOR,which is what,10,7,0.5882352941176471,0.4117647058823529
SOTOMAYOR,the difference between,8,2,0.8,0.19999999999999996
SOTOMAYOR,what youre saying,10,8,0.5555555555555556,0.4444444444444444
SOTOMAYOR,what do you,7,5,0.5833333333333334,0.41666666666666663
SOTOMAYOR,to figure out,8,9,0.47058823529411764,0.5294117647058824
SOTOMAYOR,are you saying,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,the question is,8,1,0.8888888888888888,0.11111111111111116
SOTOMAYOR,dont know what,8,2,0.8,0.19999999999999996
SOTOMAYOR,you dont think,3,6,0.3333333333333333,0.6666666666666667
SOTOMAYOR,of your argument,9,2,0.8181818181818182,0.18181818181818177
SOTOMAYOR,that there was,8,8,0.5,0.5
SOTOMAYOR,going back to justice,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,some sort of,5,3,0.625,0.375
SOTOMAYOR,yes your honor,8,16,0.3333333333333333,0.6666666666666667
SOTOMAYOR,that it was,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,were going to,10,11,0.47619047619047616,0.5238095238095238
SOTOMAYOR,im going to,10,12,0.45454545454545453,0.5454545454545454
SOTOMAYOR,go back to justice,1,1,0.5,0.5
SOTOMAYOR,as opposed to,7,7,0.5,0.5
SOTOMAYOR,in your brief,9,12,0.42857142857142855,0.5714285714285714
SOTOMAYOR,is it your,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,to be the,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,have to do,12,5,0.7058823529411765,0.2941176470588235
SOTOMAYOR,back to the,6,6,0.5,0.5
SOTOMAYOR,justice alitos question,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,that this is,8,4,0.6666666666666666,0.33333333333333337
SOTOMAYOR,do you think,11,12,0.4782608695652174,0.5217391304347826
SOTOMAYOR,we were to,8,2,0.8,0.19999999999999996
SOTOMAYOR,do you have,9,4,0.6923076923076923,0.3076923076923077
SOTOMAYOR,it cant be,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,whether or not,10,11,0.47619047619047616,0.5238095238095238
SOTOMAYOR,is there any,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,that the court,12,11,0.5217391304347826,0.4782608695652174
SOTOMAYOR,there was no,10,6,0.625,0.375
SOTOMAYOR,of the statute,7,3,0.7,0.30000000000000004
SOTOMAYOR,that if the,17,8,0.68,0.31999999999999995
SOTOMAYOR,why isnt the,10,3,0.7692307692307693,0.23076923076923073
SOTOMAYOR,that is the,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,they have to,15,11,0.5769230769230769,0.42307692307692313
SOTOMAYOR,to do with,13,8,0.6190476190476191,0.38095238095238093
SOTOMAYOR,are going to,10,4,0.7142857142857143,0.2857142857142857
SOTOMAYOR,there is an,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,under your theory,8,4,0.6666666666666666,0.33333333333333337
SOTOMAYOR,in the record,6,1,0.8571428571428571,0.1428571428571429
SOTOMAYOR,that there is,12,8,0.6,0.4
SOTOMAYOR,is going to,15,18,0.45454545454545453,0.5454545454545454
SOTOMAYOR,it has to,13,7,0.65,0.35
SOTOMAYOR,we have to,11,8,0.5789473684210527,0.42105263157894735
SOTOMAYOR,you tell me,16,14,0.5333333333333333,0.4666666666666667
SOTOMAYOR,all right so,0,0,,
SOTOMAYOR,the fact that,8,14,0.36363636363636365,0.6363636363636364
SOTOMAYOR,going back to,13,8,0.6190476190476191,0.38095238095238093
SOTOMAYOR,what is the,15,8,0.6521739130434783,0.34782608695652173
SOTOMAYOR,how do we,17,12,0.5862068965517241,0.4137931034482759
SOTOMAYOR,all of the,21,17,0.5526315789473685,0.4473684210526315
SOTOMAYOR,at the time,13,7,0.65,0.35
SOTOMAYOR,going to be,18,11,0.6206896551724138,0.3793103448275862
SOTOMAYOR,what you are,12,5,0.7058823529411765,0.2941176470588235
SOTOMAYOR,in this case,17,7,0.7083333333333334,0.29166666666666663
SOTOMAYOR,not going to,11,12,0.4782608695652174,0.5217391304347826
SOTOMAYOR,back to justice,9,6,0.6,0.4
SOTOMAYOR,one of the,24,20,0.5454545454545454,0.4545454545454546
SOTOMAYOR,part of the,14,10,0.5833333333333334,0.41666666666666663
SOTOMAYOR,go to the,13,4,0.7647058823529411,0.23529411764705888
SOTOMAYOR,you have to,23,15,0.6052631578947368,0.39473684210526316
SOTOMAYOR,there is no,24,9,0.7272727272727273,0.2727272727272727
SOTOMAYOR,im not sure,17,8,0.68,0.31999999999999995
SOTOMAYOR,the district court,17,11,0.6071428571428571,0.3928571428571429
SOTOMAYOR,how do you,29,19,0.6041666666666666,0.39583333333333337
SOTOMAYOR,has to be,24,12,0.6666666666666666,0.33333333333333337
SOTOMAYOR,go back to,22,11,0.6666666666666666,0.33333333333333337
SOTOMAYOR,with respect to,33,23,0.5892857142857143,0.4107142857142857
SOTOMAYOR,why should we,2,10,0.16666666666666666,0.8333333333333334
SOTOMAYOR,terms of the,2,6,0.25,0.75
SOTOMAYOR,between the two,2,5,0.2857142857142857,0.7142857142857143
SOTOMAYOR,that there are,2,6,0.25,0.75
SOTOMAYOR,the right to,4,10,0.2857142857142857,0.7142857142857143
SOTOMAYOR,yes your honor,8,16,0.3333333333333333,0.6666666666666667
SOTOMAYOR,and thats what,2,6,0.25,0.75
SOTOMAYOR,is going to be,4,8,0.3333333333333333,0.6666666666666667
SOTOMAYOR,be able to,6,4,0.6,0.4
SOTOMAYOR,to do it,5,12,0.29411764705882354,0.7058823529411764
SOTOMAYOR,going to have,2,6,0.25,0.75
SOTOMAYOR,the ninth circuit,9,5,0.6428571428571429,0.3571428571428571
SOTOMAYOR,could you tell me what,3,5,0.375,0.625
SOTOMAYOR,why is that,5,9,0.35714285714285715,0.6428571428571428
SOTOMAYOR,is that the,12,10,0.5454545454545454,0.4545454545454546
SOTOMAYOR,as read the,0,0,,
SOTOMAYOR,you think that,5,9,0.35714285714285715,0.6428571428571428
SOTOMAYOR,go back to the,0,3,0.0,1.0
SOTOMAYOR,would be the,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,you want to,7,10,0.4117647058823529,0.5882352941176471
SOTOMAYOR,so how do,5,9,0.35714285714285715,0.6428571428571428
SOTOMAYOR,that you are,5,11,0.3125,0.6875
SOTOMAYOR,you seem to,5,5,0.5,0.5
SOTOMAYOR,your argument that,4,2,0.6666666666666666,0.33333333333333337
SOTOMAYOR,the issue is,4,8,0.3333333333333333,0.6666666666666667
SOTOMAYOR,the problem is,9,3,0.75,0.25
SOTOMAYOR,you tell me what,5,7,0.4166666666666667,0.5833333333333333
SOTOMAYOR,to do with,13,8,0.6190476190476191,0.38095238095238093
SOTOMAYOR,are you suggesting,2,7,0.2222222222222222,0.7777777777777778
SOTOMAYOR,of some sort,3,5,0.375,0.625
SOTOMAYOR,and what the,7,7,0.5,0.5
SOTOMAYOR,why isnt that,4,8,0.3333333333333333,0.6666666666666667
SOTOMAYOR,tell me how,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,what youre saying,10,8,0.5555555555555556,0.4444444444444444
SOTOMAYOR,thats what the,5,11,0.3125,0.6875
SOTOMAYOR,so why is,11,9,0.55,0.44999999999999996
SOTOMAYOR,to say that,5,8,0.38461538461538464,0.6153846153846154
SOTOMAYOR,you are saying,5,7,0.4166666666666667,0.5833333333333333
SOTOMAYOR,in terms of,4,9,0.3076923076923077,0.6923076923076923
SOTOMAYOR,it seems to,4,4,0.5,0.5
SOTOMAYOR,question which is,5,5,0.5,0.5
SOTOMAYOR,that the government,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,do you think,11,12,0.4782608695652174,0.5217391304347826
SOTOMAYOR,to me that,6,6,0.5,0.5
SOTOMAYOR,which is the,5,5,0.5,0.5
SOTOMAYOR,in this case,17,7,0.7083333333333334,0.29166666666666663
SOTOMAYOR,the end of,5,8,0.38461538461538464,0.6153846153846154
SOTOMAYOR,say that the,7,5,0.5833333333333334,0.41666666666666663
SOTOMAYOR,that if you,3,8,0.2727272727272727,0.7272727272727273
SOTOMAYOR,there is difference,0,0,,
SOTOMAYOR,could you tell,8,10,0.4444444444444444,0.5555555555555556
SOTOMAYOR,seems to be,5,5,0.5,0.5
SOTOMAYOR,have to be,6,10,0.375,0.625
SOTOMAYOR,saying that the,5,6,0.45454545454545453,0.5454545454545454
SOTOMAYOR,on the basis,4,9,0.3076923076923077,0.6923076923076923
SOTOMAYOR,do you have,9,4,0.6923076923076923,0.3076923076923077
SOTOMAYOR,could you tell me,8,10,0.4444444444444444,0.5555555555555556
SOTOMAYOR,are you saying,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,you seem to be,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,respect to the,7,5,0.5833333333333334,0.41666666666666663
SOTOMAYOR,whats wrong with,5,5,0.5,0.5
SOTOMAYOR,the lower courts,3,9,0.25,0.75
SOTOMAYOR,the difference between,8,2,0.8,0.19999999999999996
SOTOMAYOR,why is it,5,3,0.625,0.375
SOTOMAYOR,as opposed to,7,7,0.5,0.5
SOTOMAYOR,nature of the,6,6,0.5,0.5
SOTOMAYOR,sense to me,4,4,0.5,0.5
SOTOMAYOR,they have to,15,11,0.5769230769230769,0.42307692307692313
SOTOMAYOR,of your argument,9,2,0.8181818181818182,0.18181818181818177
SOTOMAYOR,that was the,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,on the basis of,4,8,0.3333333333333333,0.6666666666666667
SOTOMAYOR,its going to,6,5,0.5454545454545454,0.4545454545454546
SOTOMAYOR,there was no,10,6,0.625,0.375
SOTOMAYOR,to do that,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,dont want to,7,8,0.4666666666666667,0.5333333333333333
SOTOMAYOR,youre saying is,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,back to the,6,6,0.5,0.5
SOTOMAYOR,whether or not,10,11,0.47619047619047616,0.5238095238095238
SOTOMAYOR,to the question,2,6,0.25,0.75
SOTOMAYOR,im not quite sure,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,in your brief,9,12,0.42857142857142855,0.5714285714285714
SOTOMAYOR,is going to,15,18,0.45454545454545453,0.5454545454545454
SOTOMAYOR,or are you,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,so whats the,7,3,0.7,0.30000000000000004
SOTOMAYOR,dont know that,1,5,0.16666666666666666,0.8333333333333334
SOTOMAYOR,im going to,10,12,0.45454545454545453,0.5454545454545454
SOTOMAYOR,has to be,24,12,0.6666666666666666,0.33333333333333337
SOTOMAYOR,that it was,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,so why isnt,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,im not quite,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,the basis of,5,10,0.3333333333333333,0.6666666666666667
SOTOMAYOR,we have to,11,8,0.5789473684210527,0.42105263157894735
SOTOMAYOR,going back to,13,8,0.6190476190476191,0.38095238095238093
SOTOMAYOR,what do you,7,5,0.5833333333333334,0.41666666666666663
SOTOMAYOR,the united states,5,5,0.5,0.5
SOTOMAYOR,you have to,23,15,0.6052631578947368,0.39473684210526316
SOTOMAYOR,you dont think,3,6,0.3333333333333333,0.6666666666666667
SOTOMAYOR,part of the,14,10,0.5833333333333334,0.41666666666666663
SOTOMAYOR,were going to,10,11,0.47619047619047616,0.5238095238095238
SOTOMAYOR,the fact that,8,14,0.36363636363636365,0.6363636363636364
SOTOMAYOR,how do you,29,19,0.6041666666666666,0.39583333333333337
SOTOMAYOR,go to the,13,4,0.7647058823529411,0.23529411764705888
SOTOMAYOR,that the court,12,11,0.5217391304347826,0.4782608695652174
SOTOMAYOR,there is no,24,9,0.7272727272727273,0.2727272727272727
SOTOMAYOR,so are you,7,3,0.7,0.30000000000000004
SOTOMAYOR,is there any,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,dont know what,8,2,0.8,0.19999999999999996
SOTOMAYOR,statute of limitations,5,3,0.625,0.375
SOTOMAYOR,it seems to me,4,3,0.5714285714285714,0.4285714285714286
SOTOMAYOR,tell me what,10,14,0.4166666666666667,0.5833333333333333
SOTOMAYOR,whats the difference,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,to look at,6,5,0.5454545454545454,0.4545454545454546
SOTOMAYOR,your definition of,3,2,0.6,0.4
SOTOMAYOR,we go back,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,is that what,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,seems to me,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,there is an,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,of the state,4,7,0.36363636363636365,0.6363636363636364
SOTOMAYOR,to figure out,8,9,0.47058823529411764,0.5294117647058824
SOTOMAYOR,the state court,9,8,0.5294117647058824,0.47058823529411764
SOTOMAYOR,at the time,13,7,0.65,0.35
SOTOMAYOR,it would be,3,7,0.3,0.7
SOTOMAYOR,problem is that,6,1,0.8571428571428571,0.1428571428571429
SOTOMAYOR,that you would,2,5,0.2857142857142857,0.7142857142857143
SOTOMAYOR,you tell me,16,14,0.5333333333333333,0.4666666666666667
SOTOMAYOR,that is the,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,all of the,21,17,0.5526315789473685,0.4473684210526315
SOTOMAYOR,back to my,9,4,0.6923076923076923,0.3076923076923077
SOTOMAYOR,lets assume that,6,2,0.75,0.25
SOTOMAYOR,in my mind,5,3,0.625,0.375
SOTOMAYOR,there has to,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,one of the,24,20,0.5454545454545454,0.4545454545454546
SOTOMAYOR,that this is,8,4,0.6666666666666666,0.33333333333333337
SOTOMAYOR,the government is,6,7,0.46153846153846156,0.5384615384615384
SOTOMAYOR,im trying to,5,6,0.45454545454545453,0.5454545454545454
SOTOMAYOR,under your theory,8,4,0.6666666666666666,0.33333333333333337
SOTOMAYOR,it has to,13,7,0.65,0.35
SOTOMAYOR,going back to justice,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,would have been,4,6,0.4,0.6
SOTOMAYOR,have to do,12,5,0.7058823529411765,0.2941176470588235
SOTOMAYOR,not going to,11,12,0.4782608695652174,0.5217391304347826
SOTOMAYOR,look at the,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,that there was,8,8,0.5,0.5
SOTOMAYOR,which is what,10,7,0.5882352941176471,0.4117647058823529
SOTOMAYOR,to be the,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,what would be,9,3,0.75,0.25
SOTOMAYOR,that there is,12,8,0.6,0.4
SOTOMAYOR,im not sure,17,8,0.68,0.31999999999999995
SOTOMAYOR,what you are,12,5,0.7058823529411765,0.2941176470588235
SOTOMAYOR,go back to,22,11,0.6666666666666666,0.33333333333333337
SOTOMAYOR,what youre saying is,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,back to justice,9,6,0.6,0.4
SOTOMAYOR,can you tell,7,3,0.7,0.30000000000000004
SOTOMAYOR,the district court,17,11,0.6071428571428571,0.3928571428571429
SOTOMAYOR,are going to,10,4,0.7142857142857143,0.2857142857142857
SOTOMAYOR,some sort of,5,3,0.625,0.375
SOTOMAYOR,that if the,17,8,0.68,0.31999999999999995
SOTOMAYOR,of what the,4,2,0.6666666666666666,0.33333333333333337
SOTOMAYOR,seem to be,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,why dont we,6,4,0.6,0.4
SOTOMAYOR,with respect to,33,23,0.5892857142857143,0.4107142857142857
SOTOMAYOR,what is the,15,8,0.6521739130434783,0.34782608695652173
SOTOMAYOR,the nature of,7,7,0.5,0.5
SOTOMAYOR,the question of,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,why isnt the,10,3,0.7692307692307693,0.23076923076923073
SOTOMAYOR,we were to,8,2,0.8,0.19999999999999996
SOTOMAYOR,of the statute,7,3,0.7,0.30000000000000004
SOTOMAYOR,going to be,18,11,0.6206896551724138,0.3793103448275862
SOTOMAYOR,go back to justice,1,1,0.5,0.5
SOTOMAYOR,going to do,6,6,0.5,0.5
SOTOMAYOR,you are not,8,3,0.7272727272727273,0.2727272727272727
SOTOMAYOR,how do we,17,12,0.5862068965517241,0.4137931034482759
SOTOMAYOR,all right so,0,0,,
SOTOMAYOR,to get to,6,4,0.6,0.4
SOTOMAYOR,is it your,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,justice alitos question,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,it cant be,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,so why dont,7,3,0.7,0.30000000000000004
SOTOMAYOR,the question is,8,1,0.8888888888888888,0.11111111111111116
SOTOMAYOR,of this case,7,3,0.7,0.30000000000000004
SOTOMAYOR,in the record,6,1,0.8571428571428571,0.1428571428571429
SOTOMAYOR,there has to be,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,we go back,6,3,0.6666666666666666,0.33333333333333337
SOTOMAYOR,we go back to,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,to get to,6,4,0.6,0.4
SOTOMAYOR,of what the,4,2,0.6666666666666666,0.33333333333333337
SOTOMAYOR,there is an,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,going to do,6,6,0.5,0.5
SOTOMAYOR,why dont we,6,4,0.6,0.4
SOTOMAYOR,seems to me,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,is that what,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,the problem is that,6,1,0.8571428571428571,0.1428571428571429
SOTOMAYOR,would have been,4,6,0.4,0.6
SOTOMAYOR,problem is that,6,1,0.8571428571428571,0.1428571428571429
SOTOMAYOR,so why dont,7,3,0.7,0.30000000000000004
SOTOMAYOR,of this case,7,3,0.7,0.30000000000000004
SOTOMAYOR,that this is,8,4,0.6666666666666666,0.33333333333333337
SOTOMAYOR,whats the difference,3,4,0.42857142857142855,0.5714285714285714
SOTOMAYOR,why isnt the,10,3,0.7692307692307693,0.23076923076923073
SOTOMAYOR,what do you,7,5,0.5833333333333334,0.41666666666666663
SOTOMAYOR,of the statute,7,3,0.7,0.30000000000000004
SOTOMAYOR,lets assume that,6,2,0.75,0.25
SOTOMAYOR,are you saying,7,4,0.6363636363636364,0.36363636363636365
SOTOMAYOR,to look at,6,5,0.5454545454545454,0.4545454545454546
SOTOMAYOR,you are not,8,3,0.7272727272727273,0.2727272727272727
SOTOMAYOR,as read the,0,0,,
SOTOMAYOR,your definition of,3,2,0.6,0.4
SOTOMAYOR,nature of the,6,6,0.5,0.5
SOTOMAYOR,it seems to me,4,3,0.5714285714285714,0.4285714285714286
SOTOMAYOR,there has to,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,in my mind,5,3,0.625,0.375
SOTOMAYOR,can you tell,7,3,0.7,0.30000000000000004
SOTOMAYOR,its going to,6,5,0.5454545454545454,0.4545454545454546
SOTOMAYOR,the question of,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,which is what,10,7,0.5882352941176471,0.4117647058823529
SOTOMAYOR,so why isnt,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,going back to justice,5,2,0.7142857142857143,0.2857142857142857
SOTOMAYOR,is there any,7,6,0.5384615384615384,0.46153846153846156
SOTOMAYOR,you seem to be,5,4,0.5555555555555556,0.4444444444444444
SOTOMAYOR,what would be,9,3,0.75,0.25
SOTOMAYOR,in your brief,9,12,0.42857142857142855,0.5714285714285714
SOTOMAYOR,the state court,9,8,0.5294117647058824,0.47058823529411764
SOTOMAYOR,it would be,3,7,0.3,0.7
SOTOMAYOR,statute of limitations,5,3,0.625,0.375
SOTOMAYOR,the lower courts,3,9,0.25,0.75
SOTOMAYOR,are going to,10,4,0.7142857142857143,0.2857142857142857
SOTOMAYOR,justice alitos question,7,2,0.7777777777777778,0.2222222222222222
SOTOMAYOR,of the state,4,7,0.36363636363636365,0.6363636363636364
SOTOMAYOR,the united states,5,5,0.5,0.5
SOTOMAYOR,is it your,10,2,0.8333333333333334,0.16666666666666663
SOTOMAYOR,look at the,8,5,0.6153846153846154,0.3846153846153846
SOTOMAYOR,you dont think,3,6,0.3333333333333333,0.6666666666666667
SOTOMAYOR,you seem to,5,5,0.5,0.5
